음식ID,이름,탄,단,지
59289,호빵_찐빵판다,51.0,7.0,0.8
59290,호빵_채소찐빵,35.33,6.33,5.0
59291,호빵_초원의아침단호박찐빵,39.0,8.0,2.2
59292,호빵_토속안흥찐빵,73.33,10.0,1.67
59293,호빵_팥·야채호빵,63.33,8.89,2.33
59294,호빵_팥·언양불고기호빵,54.44,13.33,5.56
59295,호빵_팥·옥수수호빵,63.33,7.78,2.11
59296,호빵_팥찐빵,45.33,7.0,3.0
59297,호빵_팥찐빵,43.75,7.5,1.25
59298,호빵_팥호빵,63.33,7.78,2.11
59299,호빵_피자호빵,45.56,10.0,4.11
59300,호빵_속이꽉찬생돈육호빵,35.56,5.56,6.67
59301,호빵_속이꽉찬야채호빵,27.78,5.56,7.22
59302,호빵_쑥부쟁이찐빵,45.67,6.67,3.0
59303,호빵_쑥찐빵,42.5,7.5,1.63
59304,호빵_쑥찐빵,46.0,6.0,2.0
59305,호빵_안흥단호박찐빵,40.0,10.0,0.0
59306,호빵_안흥단호박찐빵,40.8,6.8,1.53
59307,호빵_안흥삼색찐빵(단호박찐빵),40.0,10.0,0.0
59308,호빵_안흥삼색찐빵(흑미찐빵),44.0,6.0,0.0
59309,호빵_안흥옥수수찐빵,49.7,8.0,1.4
59310,호빵_안흥찐빵,53.1,5.6,1.7
59311,호빵_안흥찐빵,47.12,5.87,1.68
59312,호빵_안흥흑미찐빵,44.0,6.0,0.0
59313,호빵_안흥흑미찐빵,49.7,8.0,1.4
59314,호빵_야채호빵,42.22,7.78,4.33
59315,호빵_양념갈비찐빵,27.78,6.11,5.28
59316,호빵_옛날전통그대로할매단호박안흥쌀찐빵,51.0,6.0,1.0
59317,호빵_옛날전통그대로할매안흥쌀찐빵,50.0,6.0,1.0
59318,호빵_옛날전통그대로할매흑미안흥쌀찐빵,52.0,6.0,1.0
59319,호빵_옛날찐빵,51.0,6.0,1.0
59320,호빵_옥수수찐빵,49.0,6.6,4.0
59321,호빵_옥수수찐빵,51.0,6.0,1.0
59322,호빵_발효고기왕찐빵,32.73,7.27,5.45
59323,호빵_발효왕찐빵,50.91,7.27,1.82
59324,호빵_불고기야채호빵,55.56,11.11,5.56
59325,호빵_삼립호빵mini꼬마단팥,50.0,5.0,2.25
59326,호빵_삼립호빵mini꼬마야채,37.5,7.5,4.75
59327,호빵_삼립호빵고구마호빵,51.11,4.44,5.22
59328,호빵_삼립호빵만찐두빵단팥야채,39.58,7.5,2.71
59329,호빵_삼립호빵우리밀야채,36.67,10.0,5.56
59330,호빵_삼립호빵우리밀통단팥,50.0,8.89,2.11
59331,호빵_삼립호빵토종효모단팥,50.0,12.22,2.22
59332,호빵_삼립호빵토종효모단팥&알찬피자,43.33,7.78,5.17
59333,호빵_삼립호빵토종효모단팥&야채(단팥),50.0,12.22,2.22
59334,호빵_삼립호빵토종효모단팥&야채(야채),36.67,10.0,5.56
59335,호빵_삼립호빵토종효모듬뿍피자,31.11,13.33,5.33
59336,호빵_삼립호빵토종효모생생야채,35.56,7.78,4.0
59337,호빵_삼립호빵토종효모송송야채,36.67,10.0,5.56
59338,호빵_삼립호빵토종효모알찬피자,37.78,8.89,4.56
59339,호빵_삼립호빵토종효모옛날단팥,50.53,6.32,2.84
59340,호빵_삼립호빵토종효모정통단팥,54.74,6.32,2.11
59341,호빵_삼립호빵토종효모통단팥,53.33,6.67,3.56
59342,호빵_속이꽉찬고추잡채호빵,30.56,5.83,8.06
59343,과·채주스_유기농보리새싹주스,7.4,0.8,0.1
59344,호빵_고구마찐빵,48.61,4.17,0.69
59345,호빵_곰취찐빵,51.0,6.0,1.0
59346,호빵_괴산찰옥수수찐빵,44.85,6.36,4.24
59347,호빵_꼬꼬호빵매콤닭강정,43.33,8.89,2.89
59348,호빵_네니아우리밀단호박팥찐빵,50.0,7.0,3.0
59349,호빵_네니아우리밀통팥찐빵,50.0,7.0,2.8
59350,호빵_네니아우리밀흑미찐빵,77.0,10.0,2.0
59351,호빵_눈사람모양찐빵,54.0,6.0,0.6
59352,호빵_단팥찐빵,46.0,5.0,3.4
59353,호빵_단팥호빵,53.33,6.67,2.11
59354,호빵_단팥호빵,52.7,7.0,2.2
59355,호빵_단호박찐빵,46.67,5.0,0.33
59356,호빵_단호박찐빵,45.0,5.0,6.0
59357,호빵_단호박피자찐빵,33.33,8.67,6.0
59358,호빵_대화찐빵,49.0,8.0,3.8
59359,호빵_뜰애담한입미니찐빵,49.0,7.0,1.2
59360,호빵_로제호빵,56.67,11.11,6.0
59361,호빵_마라호빵,60.0,11.11,2.67
59362,호빵_매콤제육찐빵,27.22,5.28,6.94
59363,호빵_맥앤치즈호빵,33.33,8.89,5.44
59364,호빵_미니찐빵,66.67,3.33,3.33
59365,호빵_바나나찐빵,40.0,4.44,7.78
59366,호떡_아몬드별이 찹쌀호떡,58.88,7.14,2.98
59367,호떡_왕꼰대호떡,52.0,6.0,6.0
59368,호떡_유별난 꿀호떡,57.0,4.0,11.0
59369,호떡_읍천리 382 씨앗호떡,53.0,5.0,13.0
59370,호떡_이선생 구운 꿀호떡,68.38,5.67,0.86
59371,호떡_정가네찹쌀견과호떡,37.0,5.0,20.0
59372,호떡_정모네 녹차호떡,63.75,6.25,8.75
59373,호떡_정모네 찹쌀호떡,65.0,7.5,7.5
59374,호떡_쫀득씨앗호떡,55.29,3.53,7.29
59375,호떡_찹쌀 씨앗호떡 꽈배기,60.71,3.08,7.44
59376,호떡_찹쌀아몬드호떡,58.88,7.14,2.98
59377,호떡_천하장사 땅콩 꿀호떡,58.33,5.0,8.33
59378,호떡_태양꿀호떡,57.0,4.0,11.0
59379,호떡_태양씨앗호떡,53.0,5.0,13.0
59380,호떡_하루씨앗녹차호떡,59.24,7.5,3.15
59381,호떡_하루씨앗찹쌀호떡,58.98,6.77,3.01
59382,호떡_몽미당 철판에 구운 얇은피 꿀호떡,50.34,7.14,8.5
59383,호떡_미니녹차꿀호떡,53.13,3.13,5.94
59384,호떡_미니씨앗꿀호떡,53.13,3.13,5.94
59385,호빵_mini꼬마단팥,50.0,5.0,2.25
59386,호빵_mini꼬마야채,45.0,7.5,5.0
59387,호빵_가메골왕찐빵,48.0,6.0,3.0
59388,호떡_K-씨앗호떡,56.92,3.58,11.14
59389,호떡_SG 전통꿀호떡,54.1,6.0,8.4
59390,호떡_감자 꿀 호떡,60.1,5.1,5.2
59391,호떡_굿프랜즈 우리동네 꿀호떡,57.0,4.0,11.0
59392,호떡_단백질꿀호떡,52.0,8.67,2.53
59393,호떡_달달 찹쌀호떡,55.0,5.0,5.0
59394,호떡_더벤티 씨앗호떡,53.0,7.0,13.0
59395,호떡_바삭하고 달콤한 씨앗호떡은 역시 배민이지,50.62,6.2,4.11
59396,호떡_백마 추억의 맛조은 녹차 잡채호떡,41.64,5.28,7.4
59397,호떡_백마 추억의 맛조은 찹쌀호떡,51.78,5.85,6.4
59398,호떡_백마 추억의맛조은녹차호떡,50.76,5.01,7.19
59399,호떡_빼어난 수수호떡,63.73,3.39,5.35
59400,호떡_삼립호떡 꿀호떡,56.14,4.74,4.91
59401,호떡_설빙 추억의씨앗호떡,56.4,6.6,7.5
59402,호떡_성수네 꿀씨앗호떡,60.13,3.58,7.75
59403,호떡_성수네 다크초코호떡,61.14,4.02,10.38
59404,호떡_손으로만든녹차호떡,55.15,6.52,2.5
59405,호떡_손으로만든찹쌀호떡,55.2,5.66,2.08
59406,호떡_수제 꿀호떡,58.0,6.6,6.5
59407,호떡_식자재왕 찹쌀호떡,55.2,5.66,2.08
59408,호떡_씨앗찰호떡,68.1,3.6,0.2
59409,호떡_씨앗호떡고로케,60.02,8.11,7.08
59410,초콜릿_칼파제르둠레초콜릿,54.0,9.5,29.0
59411,초콜릿_칼파제르밀크초콜릿,48.97,11.03,33.08
59412,초콜릿_칼파제르블루베리트뤼플초콜릿,53.0,8.2,33.0
59413,초콜릿_칼파제르솔티토피크런치초콜릿,52.0,9.4,29.0
59414,초콜릿_캐드베리데어리밀크,57.0,8.0,30.0
59415,초콜릿_캐드베리데어리밀크밀크초콜릿,57.0,8.0,30.0
59416,초콜릿_캐드베리데어리밀크버블리밀크초콜릿,57.0,8.0,31.0
59417,초콜릿_캐드베리버블리밀크,57.0,8.0,31.0
59418,초콜릿_캐드베리트월,55.0,10.0,30.0
59419,초콜릿_코치넬리알라테,54.0,7.0,37.0
59420,초콜릿_코코아드마라카이보,31.0,10.0,50.0
59421,초콜릿_콰드리포그리오로뽀르타포르투나,54.0,7.0,37.0
59422,초콜릿_퀴토,40.0,6.7,40.0
59423,초콜릿_크런키 피넛 버터 밀크 초콜릿,50.3,11.3,40.7
59424,초콜릿_크렘브릴리,42.5,3.7,27.5
59425,초콜릿_크리미밀크,55.0,6.0,35.0
59426,초콜릿_크리스마스밀크초콜릿,60.0,5.0,28.0
59427,초콜릿_키즈유산균초코볼,56.7,7.7,27.0
59428,초콜릿_태블릿 밀크,51.56,6.25,37.5
59429,초콜릿_태블릿밀크멕시코,50.0,7.69,34.62
59430,초콜릿_테오브로마수제가나슈초콜릿(하트)딸기,59.09,4.55,17.27
59431,초콜릿_테오브로마수제가나슈초콜릿(하트)에스프레소,54.55,5.45,30.0
59432,초콜릿_젤로미스노우,50.0,5.0,40.0
59433,초콜릿_젤로미아로미,50.0,5.0,40.0
59434,초콜릿_젤로미윈터,50.0,5.0,40.0
59435,초콜릿_젤로미코코몽,50.0,5.0,40.0
59436,초콜릿_쥬빌리밀크초콜릿,50.2,7.0,36.0
59437,초콜릿_지바라라떼40,46.0,8.0,40.0
59438,초콜릿_지큐브 밀크초콜릿 8개입 (7121108),56.06,7.58,31.82
59439,초콜릿_직접로스팅한카카오닙스밀크초콜릿,54.0,8.0,34.0
59440,초콜릿_진 앤 토닉 밀크 초콜릿,52.6,6.9,35.0
59441,초콜릿_챠클넷트빠담빠담,49.33,7.33,37.33
59442,초콜릿_초코비쥬스틱카라멜향밀크,54.0,6.0,36.0
59443,초콜릿_초코실비아다크샤넬마블화이트박스,52.3,5.4,41.0
59444,초콜릿_초코실비아다크샤넬브릭화이트박스,52.3,5.4,41.0
59445,초콜릿_초코실비아다크샤넬쿠션화이트박스,52.3,5.4,41.0
59446,초콜릿_초콜라토알라떼,50.0,7.0,37.0
59447,초콜릿_초콜라토알라떼엑스트라,50.0,7.0,37.0
59448,초콜릿_초콜릿틴바리,48.33,5.67,38.67
59449,초콜릿_카라카스,39.0,5.3,38.7
59450,초콜릿_카얌브레45,40.8,7.9,43.2
59451,초콜릿_카우모양 밀크초콜릿,54.29,8.57,34.29
59452,초콜릿_칼레센세이션믹스다크/화이트초콜릿,53.0,6.0,36.0
59453,초콜릿_칼레초콜릿밀크,51.0,7.0,36.0
59454,과·채주스_코코넛퓨레,8.19,0.43,2.0
59455,초콜릿_아리바밀크초콜릿,55.0,6.0,34.0
59456,초콜릿_아비시니,38.7,5.0,40.0
59457,초콜릿_아젤리아,40.0,9.0,44.0
59458,초콜릿_안도아라떼,44.0,8.0,42.0
59459,초콜릿_알버트코인초콜릿,62.0,6.0,26.0
59460,초콜릿_암브라38,53.33,6.67,40.0
59461,초콜릿_암브레자바,48.0,9.0,37.0
59462,초콜릿_어쏘트먼트까레갸또메종,54.55,9.09,31.82
59463,초콜릿_어쏘트먼트누벨안느12조각,52.0,7.0,34.0
59464,초콜릿_에그모양 초콜릿,53.33,8.33,36.67
59465,초콜릿_에이비씨초코,56.0,8.0,35.0
59466,초콜릿_에콰도르오리진밀크커버춰50,33.0,11.4,47.0
59467,초콜릿_오가닉밀크초콜릿,45.0,6.0,44.0
59468,초콜릿_오레오밀크바초콜릿,64.0,8.0,40.0
59469,초콜릿_오프스라잇38,46.67,6.67,40.0
59470,초콜릿_워커스시쉘,65.0,5.0,22.0
59471,초콜릿_유기농어린이초콜릿,46.15,7.69,46.92
59472,초콜릿_이퀄초콜릿밀크,65.0,5.0,27.5
59473,초콜릿_익스트림다크,39.0,5.7,38.7
59474,초콜릿_정어리모양밀크초콜릿,58.33,5.0,31.67
59475,초콜릿_젠느,60.0,7.33,33.33
59476,초콜릿_젠느프락토올리고당,53.33,9.0,33.33
59477,과·채주스_코코넛워터 클렌즈 오렌지,7.88,0.3,0.0
59478,초콜릿_빈투바밀크초콜릿,52.0,8.0,36.0
59479,초콜릿_쁘띠카도,52.5,7.5,35.0
59480,초콜릿_사르딘드 모양 밀크 초콜릿(망타입),53.33,6.67,40.0
59481,초콜릿_사르딘드 모양 밀크 초콜릿(캔타입),46.67,6.67,40.0
59482,초콜릿_생초콜릿(다크),40.15,3.79,36.36
59483,초콜릿_샤롯데핑크크리스탈,47.5,7.5,37.5
59484,초콜릿_세이버리넛츠,44.0,8.0,45.0
59485,초콜릿_소마트라,52.6,5.5,37.1
59486,초콜릿_소프트챠클넷트,48.54,7.77,39.81
59487,초콜릿_소프트초콜릿밀크,57.0,10.0,30.0
59488,초콜릿_솔티드 카라멜 밀크 초콜릿,53.6,6.5,34.2
59489,초콜릿_쇼콜라소프트밀크,51.25,7.5,37.5
59490,초콜릿_쉽모양 밀크초콜릿,54.29,8.57,34.29
59491,초콜릿_스모어키트,71.93,6.26,12.06
59492,초콜릿_스몰크리스마스피스,59.0,9.0,39.0
59493,초콜릿_스위스씬즈밀크,53.0,5.8,35.0
59494,초콜릿_스타벅스밀크초콜릿,60.0,6.0,28.0
59495,초콜릿_시그니처레2,52.0,6.0,32.0
59496,초콜릿_실비아,38.0,6.7,38.3
59497,초콜릿_썩세션밀크커버춰38,44.0,9.1,41.0
59498,초콜릿_아름다운한국,55.0,6.0,36.0
59499,초콜릿_아리바밀크디스크36/38,50.0,8.1,37.0
59500,과·채주스_코코넛워터 클렌즈 그린,8.18,0.3,0.0
59501,초콜릿_밀크초콜릿트윅스,57.33,5.33,30.67
59502,초콜릿_밀크쵸코렛,54.65,5.81,36.05
59503,초콜릿_밀크캐러멜드롭,54.0,7.0,35.0
59504,초콜릿_밀크커버쳐클래식,56.0,7.0,35.0
59505,초콜릿_밀크컬스초콜릿,55.0,6.0,33.0
59506,초콜릿_밀크콜렉션베네수엘라43,45.0,7.0,40.0
59507,초콜릿_바노피 파이 밀크 초콜릿,53.4,6.4,34.7
59508,초콜릿_바이오밀크초콜릿,54.3,6.1,37.6
59509,초콜릿_바이오밀크초콜릿코코넛,46.6,7.0,41.2
59510,초콜릿_바인리히밀크초콜릿,49.7,8.1,37.3
59511,초콜릿_바인리히밀크커버처드롭초콜릿,50.8,6.2,38.5
59512,초콜릿_바히베,42.0,9.0,42.0
59513,초콜릿_반호튼밀크초콜릿,50.0,8.0,36.0
59514,초콜릿_발로나지바라라떼40,46.67,6.67,40.0
59515,초콜릿_베리컬리벗밀크초콜릿,52.0,6.0,34.0
59516,초콜릿_벨기에정통밀크초콜릿,50.0,7.0,37.0
59517,초콜릿_보물함코인초콜릿,60.0,6.0,28.0
59518,초콜릿_뵨스테드유기농슈페리어밀크초콜렛,48.7,8.0,38.9
59519,초콜릿_부에나비스타레,42.36,7.32,47.84
59520,초콜릿_블랙 포레스트 가또 밀크 초콜릿,54.6,6.8,33.8
59521,초콜릿_비바니 유기농 카푸치노 밀크앤화이트 초콜릿,47.8,5.4,40.9
59522,초콜릿_비바니유기농밀크초콜릿,49.0,7.0,39.1
59523,초콜릿_밀크바,62.5,8.33,33.33
59524,초콜릿_밀크보뇌르,50.0,6.67,38.33
59525,초콜릿_밀크셀렉션카카오트레이스,53.0,7.0,35.0
59526,초콜릿_밀크소프트초콜릿,57.0,10.0,30.0
59527,초콜릿_밀크쇼콜라,51.85,9.26,33.33
59528,초콜릿_밀크초콜렛,50.0,6.14,41.14
59529,초콜릿_밀크초콜릿,57.0,6.0,32.0
59530,초콜릿_밀크초콜릿,50.0,8.0,36.0
59531,초콜릿_밀크초콜릿,51.0,7.0,37.0
59532,초콜릿_밀크초콜릿,62.0,7.0,27.0
59533,초콜릿_밀크초콜릿,57.0,6.0,32.0
59534,초콜릿_밀크초콜릿 위드 벌집모양조각 앤 크런키카라멜,57.9,6.0,31.6
59535,초콜릿_밀크초콜릿002,56.0,6.8,32.0
59536,초콜릿_밀크초콜릿드롭스,54.0,6.0,35.0
59537,초콜릿_밀크초콜릿롤,59.0,5.0,32.0
59538,초콜릿_밀크초콜릿브라질,42.0,9.4,41.0
59539,초콜릿_밀크초콜릿오리진가나,45.0,8.0,41.0
59540,초콜릿_밀크초콜릿위드진저브레드크럼브,55.0,7.3,28.0
59541,초콜릿_밀크초콜릿커버춰락티슈페리에,45.0,8.0,40.0
59542,초콜릿_밀크초콜릿커버춰알룬가,43.0,10.0,37.0
59543,초콜릿_밀크초콜릿커버춰칩38말렌테,46.0,7.7,43.0
59544,초콜릿_밀크초콜릿코인동물스티커,60.0,6.0,28.0
59545,과·채주스_코코넛워터,8.0,0.0,0.0
59546,초콜릿_말촉밀크초콜릿,50.0,7.0,37.0
59547,초콜릿_매지컬유니콘즈,60.0,5.0,27.5
59548,초콜릿_메달초콜릿,60.87,4.35,26.09
59549,초콜릿_메이지 초코베이비,58.13,8.13,30.63
59550,초콜릿_몰티져스블록민트,59.59,6.85,28.77
59551,초콜릿_몰티져스블록밀크,59.59,6.85,28.77
59552,초콜릿_미니가나마일드,55.0,9.0,34.0
59553,초콜릿_미니밀크초콜릿,58.0,6.0,33.0
59554,초콜릿_미니쉘고소한아몬드,50.0,8.33,37.5
59555,초콜릿_미니쉘그래뉼딸기,50.0,8.33,37.5
59556,초콜릿_미니쉘딸기,53.33,10.0,36.67
59557,초콜릿_미니쉘모카,53.13,6.25,37.5
59558,초콜릿_미니쉘바삭한시리얼,54.17,8.33,33.33
59559,초콜릿_미니쉘아몬드,50.0,10.0,36.67
59560,초콜릿_미니쿠오리치니,54.0,7.0,37.0
59561,초콜릿_미모사리브화이트&다크,58.1,6.6,30.5
59562,초콜릿_미스트럴듀오초콜릿,59.0,5.0,32.0
59563,초콜릿_밀카냅스밀크,59.0,6.0,30.0
59564,초콜릿_밀카미니알프스밀크,59.0,6.0,30.0
59565,초콜릿_밀카버블리,58.0,6.0,30.0
59566,초콜릿_밀카알프스밀크,59.0,6.3,29.0
59567,초콜릿_밀크 초콜릿 브라우니 피스,54.6,6.8,33.8
59568,초콜릿_로이즈판초콜릿-밀크,49.0,7.0,42.0
59569,초콜릿_로이즈푸라피유쇼콜라-베리큐브,50.0,0.0,37.5
59570,초콜릿_로이즈퓨어초콜릿-캐러멜밀크,49.3,5.9,42.6
59571,초콜릿_로이즈퓨어초콜릿-크림밀크,50.0,6.3,41.6
59572,초콜릿_로투스밀크바초콜릿,66.0,8.0,40.0
59573,초콜릿_루비초콜릿,52.0,9.0,36.0
59574,초콜릿_리갈미니칙초콜릿,60.0,6.0,33.0
59575,초콜릿_리골레토밀크,49.0,2.0,38.3
59576,초콜릿_리얼트러플초콜릿,46.88,14.06,45.31
59577,초콜릿_리치초콜릿,50.3,7.0,36.9
59578,초콜릿_리터스포트 캐슈넛,52.0,8.0,33.0
59579,초콜릿_리터스포트루돌프큐브,44.58,7.23,38.55
59580,초콜릿_리터스포트알파인밀크초콜릿,54.0,8.0,32.0
59581,초콜릿_리터스포트캐러멜아몬드,58.0,7.0,30.0
59582,초콜릿_리터스포트펭귄큐브,54.22,8.43,32.53
59583,초콜릿_리터초콜릿무스큐브,47.0,7.0,39.0
59584,초콜릿_리터파인밀크초콜릿,48.0,7.0,48.0
59585,초콜릿_린도볼밀크,46.2,4.8,47.1
59586,초콜릿_린도볼헤이즐넛,44.3,5.1,48.0
59587,초콜릿_마이펫의이중생활2초콜릿,50.0,0.0,33.33
59588,초콜릿_마켓오초콜릿밀크,55.56,8.33,33.33
59589,초콜릿_마호니밀크,58.0,6.0,31.0
59590,초콜릿_동물초콜렛,60.0,6.0,28.0
59591,초콜릿_드롭밀크초콜릿,51.0,7.0,37.0
59592,초콜릿_디노랜드,60.0,5.0,27.5
59593,초콜릿_디바인스무스밀크초콜릿바,57.14,5.71,31.43
59594,초콜릿_떼글이초콜릿,50.0,5.56,38.89
59595,초콜릿_라떼레지나밀크초콜릿커버춰,50.0,8.0,38.0
59596,초콜릿_라수이사라떼&녹,51.0,7.6,36.0
59597,초콜릿_라수이사타볼레타알라떼,57.0,9.0,33.0
59598,초콜릿_라운지엑스파베초콜릿,48.54,7.77,39.81
59599,초콜릿_라인프렌즈밀크초콜릿,50.0,0.0,33.33
59600,초콜릿_락티슈페리에,45.0,8.0,40.0
59601,초콜릿_락티에끼리브르(밀크초콜릿),54.0,7.0,38.0
59602,초콜릿_러브앙상블,50.0,7.33,38.0
59603,초콜릿_레 45 이클라 카라멜 브루살레,50.0,7.0,37.0
59604,초콜릿_레몬티초콜릿,45.0,5.0,42.0
59605,초콜릿_로얄밀크쵸코렛,46.67,6.67,30.0
59606,초콜릿_로이즈나마초콜릿-가나비터,30.0,6.0,41.0
59607,초콜릿_로이즈나마초콜릿-마일드카카오,36.0,7.0,38.0
59608,초콜릿_로이즈나마초콜릿-에콰도르스위트,32.8,5.7,38.8
59609,초콜릿_로이즈나마초콜릿-오레,37.0,7.0,36.0
59610,초콜릿_로이즈나마초콜릿-캐러멜리제,41.0,5.6,35.9
59611,초콜릿_로이즈나마초콜릿-호지차,36.3,5.9,40.4
59612,초콜릿_과나하라떼,46.0,8.0,40.0
59613,초콜릿_과야킬,39.0,6.0,38.7
59614,초콜릿_그라나다38,50.1,7.8,38.8
59615,초콜릿_기라델리 밀크초콜릿칩,68.6,5.2,24.8
59616,초콜릿_기타드밀크초콜릿칩스,60.0,7.0,30.0
59617,초콜릿_길리안바크리미밀크,51.0,9.0,33.0
59618,초콜릿_길리안바헤이즐넛,48.0,10.0,36.0
59619,초콜릿_길리안템테이션즈프랄린,52.0,8.0,34.0
59620,초콜릿_김원초2호기밀크,51.0,7.0,36.0
59621,초콜릿_까레디루아디앤지,38.8,7.3,43.5
59622,초콜릿_까레레45디앤지,43.0,8.0,44.3
59623,초콜릿_까레밀크벨지안와퍼,57.0,8.0,30.0
59624,초콜릿_까레밀크브레실리엔느,60.0,8.0,31.0
59625,초콜릿_까쉐 유기농 밀크 초콜릿,44.7,8.0,39.3
59626,초콜릿_나마초콜릿원료조각-샴페인피에르미뇽,33.8,6.2,41.6
59627,초콜릿_나마초콜릿원료조각-오레,37.3,6.5,36.3
59628,초콜릿_나마초콜릿원료조각-캐러멜리제,41.0,5.6,35.9
59629,초콜릿_네스프레소밀크초콜릿스퀘어,49.0,7.0,37.0
59630,초콜릿_데코쇼콜라밀크,54.0,7.0,38.0
59631,초콜릿_도브밀크초콜릿벌크,57.0,6.0,32.0
59632,초콜릿_도브프라미스밀크,60.0,5.0,33.0
59633,초콜릿_동물농장밀크초콜릿,63.0,6.0,26.0
59634,초콜릿_파크하얏트 서울 시그니처 초콜릿,41.0,7.2,38.0
59635,초콜릿_페어초콜릿,45.9,14.24,36.36
59636,초콜릿_핫초코 스푼,56.67,6.67,33.33
59637,초콜릿_1년전쟁초콜릿기프트,51.73,5.96,40.38
59638,초콜릿_CHOICEL밀크초콜릿,51.43,5.71,37.14
59639,초콜릿_CHOICEL플레인요거트초콜릿,50.0,5.77,36.54
59640,초콜릿_K+M엑스트라버진밀크초콜릿(에콰도르),40.0,10.0,44.29
59641,초콜릿_K+M엑스트라버진밀크초콜릿카카오닙스,41.43,11.43,45.71
59642,초콜릿_N서울타워밀크쇼콜라,57.41,9.26,29.63
59643,초콜릿_가나골드,54.0,8.0,36.0
59644,초콜릿_가나마일드,54.29,8.57,34.29
59645,초콜릿_가나마일드초코볼,53.13,6.25,37.5
59646,초콜릿_가나밀크,54.29,8.57,32.86
59647,초콜릿_가나슈바닐,61.0,5.0,18.0
59648,초콜릿_가나시그니처생크림디저트밀크카라멜,56.25,6.25,31.25
59649,초콜릿_가나프리미어마일드,55.88,8.82,32.35
59650,초콜릿_가나프리미어밀크,54.29,8.57,34.29
59651,초콜릿_갤러리밀크초콜릿,41.11,8.22,46.67
59652,초콜릿_고디바 펄 밀크초콜릿,51.16,11.63,32.56
59653,초콜릿_고디바펄스밀크초콜릿,53.49,9.3,32.56
59654,초콜릿_골드바모양밀크초콜릿,60.71,7.14,28.57
59655,초콜릿_골드코인초콜릿자바,55.0,9.0,39.0
59656,초콜릿_가나슈 초콜릿,51.6,5.9,35.5
59657,초콜릿_가을 담은 봉봉 초콜릿,52.2,5.31,31.8
59658,초콜릿_고흥유자 초콜릿,17.8,2.6,12.6
59659,초콜릿_깊이있는이순간92,40.0,15.0,40.0
59660,초콜릿_레드하트(new),51.32,5.1,35.51
59661,초콜릿_루돌프눈20,42.22,5.41,43.84
59662,초콜릿_리얼초코다크,51.15,7.08,38.57
59663,초콜릿_망고하트(new),51.32,5.1,35.51
59664,초콜릿_몰티즈 봉봉 초콜릿,63.6,0.9,24.4
59665,초콜릿_부드러운이순간62,52.5,6.67,38.33
59666,초콜릿_비건 밀크초콜릿,48.2,12.6,34.6
59667,초콜릿_삼식이초콜릿,55.88,8.82,32.35
59668,초콜릿_생초콜릿,35.28,4.42,38.9
59669,초콜릿_스타벅스 파베 초콜릿 다크,51.52,5.18,33.79
59670,초콜릿_아워초콜릿,47.0,5.8,35.0
59671,초콜릿_영천9경 초콜릿,48.61,5.56,34.72
59672,초콜릿_제로마일드초콜릿,50.0,7.0,38.0
59673,초콜릿_초코스푼 다크믹스,56.67,6.67,33.33
59674,초콜릿_초코스푼 다크크리스피닙스,56.67,6.67,33.33
59675,초콜릿_초콜릿파우다59,0.26,0.07,0.1
59676,초콜릿_커피콩초콜릿,54.29,5.71,37.14
59677,초콜릿_파베초콜렛,44.43,5.95,31.78
59678,초콜릿_피스톨데코99디앤지,18.0,11.0,54.7
59679,초콜릿_피스피스다크,47.5,7.5,45.0
59680,초콜릿_필터스퀘어다크,59.0,6.0,31.7
59681,초콜릿_하트스틱,50.0,10.0,35.0
59682,초콜릿_하트스틱,48.75,6.5,39.0
59683,초콜릿_핫초콜릿더블다크,54.0,7.0,34.0
59684,초콜릿_허쉬 브룩사이드 고지베리&라즈베리,73.33,0.0,16.67
59685,초콜릿_허쉬 브룩사이드 아사이베리&블루베리,73.33,0.0,16.67
59686,초콜릿_허쉬 브룩사이드 파미그래닛,73.33,0.0,16.67
59687,초콜릿_허쉬 키세스 아이코닉 다크,56.0,6.0,37.0
59688,초콜릿_허쉬세미스위트미니칩,67.0,7.0,27.0
59689,초콜릿_허쉬세미스위트초콜릿칩,67.0,7.0,27.0
59690,초콜릿_허쉬스페셜다크초콜릿자이언트바,59.0,5.0,33.0
59691,초콜릿_허쉬스페셜다크초콜릿칩스,60.0,7.0,30.0
59692,초콜릿_허쉬키세스다크초콜렛,56.0,6.0,37.0
59693,초콜릿_허쉬키세스다크초콜렛,56.0,6.0,37.0
59694,초콜릿_헤이즐넛바,48.57,5.71,31.43
59695,초콜릿_헬로키티스티커초콜릿,55.56,5.56,38.89
59696,초콜릿_홀리데이리미티드에디션어쏘티드초콜릿캘린더,52.0,7.0,32.0
59697,초콜릿_후레쉬초콜릿브라질70다크,34.9,6.9,46.4
59698,초콜릿_후지야 룩 4,50.0,7.69,38.46
59699,초콜릿_PREMIUM 가나 다크밀크 블렌드,50.0,10.26,34.62
59700,초콜릿_파나텔라다크미니초콜릿,48.0,5.0,33.0
59701,초콜릿_파베 6P,33.0,5.0,55.8
59702,초콜릿_파제르다크민트초콜릿,32.63,7.79,41.05
59703,초콜릿_파제르다크초콜릿,32.63,7.79,41.05
59704,초콜릿_펄렛츠헤이즐넛다크,41.9,7.8,40.5
59705,초콜릿_페루지나다크초콜릿70,31.4,8.14,39.53
59706,초콜릿_페루지나엑스트라다크초콜릿85,16.28,10.47,51.16
59707,초콜릿_페브드가나슈,40.0,5.83,43.33
